textID,text,selected_text,sentiment,start_idx,end_idx,start_pred,end_pred,predictions,jcd_scr,res
4234150169," HAHA Amen! Im sooo **** hungry... And I hate knowing my weekends gonna be ****, when its supposed to be great","I hate knowing my weekends gonna be ****,",negative,14,22,15,15, hate,0.125,0
137bd9f056,"  as a kid, i remember searching with the local video store owner in a godown , got a video tape with fungus badluck",", got a video tape with fungus badluck",negative,21,29,28,29, badluck,0.125,0
0825bd4b5c, Happy Mothersday,Happy,positive,4,4,4,6, happy mothersday,0.5,0
41282b63ea,Tummy hurts  oh noes,Tummy hurts,negative,4,6,6,6, hurts,0.5,0
e040d9f166,   What did I do to you!  sheesh,u!  shee,negative,9,12,11,12, sheesh,0.0,0
dc68d2f698, Hi Dougie I`m your fan from Thailand. I`m Film `Luv ur song so much,`Luv,positive,20,22,20,26, `luv ur song so much,0.2,0
0c321384c6,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,negative,4,38,21,21, sore,0.04,0
7765613f7c,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment,neutral,4,25,4,34, excited! double bio today. i don`t have a straightener and my hair looks horrendous at the moment. wtf am i supposed to do?,0.6956521739130435,0
4dffd0c421,is also wishing these two lovely mothers  &  a very special Mother`s Day!!!  enjoy!,!  enjoy,positive,19,20,9,21, lovely mothers & a very special mother`s day!!! enjoy!,0.0,0
c1ca3e6ef2,  that made me sad..,e me sad..,negative,5,8,7,8, sad..,0.3333333333333333,0
49b741fc13, I would think the pres would be afraid you`d Pun`k him,e afraid,negative,10,11,11,11, afraid,0.5,0
95c3acafc9, Amen to that! My vitamins made me so ill  I felt better before i started taking them!,t better,positive,15,16,4,16, amen to that! my vitamins made me so ill i felt better,0.07692307692307693,0
2b089cc68e,Red Rock for lunch with Colin.  and  couldn`t come.  IPA Junior freshly made! Yum yum yum.,e! Yum yum yum,positive,22,29,24,30, yum yum yum.,0.3333333333333333,0
d94ab95b96,Listening to We Are Dead Ocean by . I actually listened twice in a row because it`s so short and pleasing,because it`s so short and pleasing,neutral,19,26,4,26, listening to we are dead ocean by . i actually listened twice in a row because it`s so short and pleasing,0.2857142857142857,0
6ebce7f06f,toooo much outside killen my eyes,killen,negative,8,9,8,11, killen my eyes,0.3333333333333333,0
7ec07f7616,Tonight was fun,Tonight was fun,positive,4,6,6,6, fun,0.3333333333333333,0
4be4e6de30, whats up? im sad  you didnt text today.,im sad  you didnt text today.,negative,7,13,7,8, im sad,0.3333333333333333,0
195c550682,what a great day for a massage! book your appointment today  617-262-2220,what a great day for a massage! bo,positive,4,12,6,6, great,0.14285714285714285,0
e093ccf86d, aww you poor thing  hope all goes well!,poor,negative,7,7,4,7, aww you poor,0.3333333333333333,0
fab1c8edc5, coool thanks a lot  ****,thanks a lot,positive,6,8,6,6, thanks,0.3333333333333333,0
865244d92d,Watchin tyra bored like always  my stomach hurts,my stomach hurts,negative,11,13,13,13, hurts,0.3333333333333333,0
92cccacab5, Lol...  Its NOT the same!!!,Lol.,positive,4,5,4,5, lol...,0.0,0
f1dadac45b,"  Welcome to Twitter  It`s really cool that you are here! Greetings from Vienna,Austria",ly coo,positive,10,11,7,11, it`s really cool,0.0,0
e2201c2019,"trying to record my audio source, maybe I need a specific program  I`m good thank you  hehe",I`m good thank you,positive,17,22,17,20, i`m good,0.5,0
7d97c456c3,Bah! Still at work. Lol my feet hurt and my nose won`t stop running!,feet hurt,negative,13,14,14,14, hurt,0.5,0
fc61517442,Ive got the greatest boyfriend in the world. I love him so so much.,I love him so so much.,positive,14,20,8,20, greatest boyfriend in the world. i love him so so much.,0.5,0
b69495190a, sorry bout your cat !,sorry bout your cat !,negative,4,8,4,4, sorry,0.2,0
80e72b463a,Our kids are both in a Derbyshire schools string concert at the Buxton Opera House today. They`re both quite excited,excited,positive,29,29,24,29, they`re both quite excited,0.25,0
9747934d2f, Taking the souls of your friends and family and watching them die is a nightmare. Trust me,watching them die is a nightmare.,negative,13,19,18,19, nightmare.,0.16666666666666666,0
97f06f09e9," Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",!   NOT GO,negative,35,37,36,37, not good,0.25,0
b4966942ca,I wanna leave after 2nd period *cryy*,cryy*,negative,12,14,11,14, *cryy*,0.0,0
2f16546598, im hella pushin for it...how was tha graduation..sorry i couldnt smash thru...,.sorry,negative,16,17,16,17,..sorry,0.0,0
1d36d815e9, i knoww  she is da best!,a best,positive,9,10,10,11, best!,0.0,0
1a53372c8f,"Good night all... Just set this twitter thing up. I`m very new at this, but I expect it to come in handy.",Good,positive,4,4,4,31," good night all... just set this twitter thing up. i`m very new at this, but i expect it to come in handy.",0.045454545454545456,0
63f9fed84e," if you want conversation, use email/mailing lists. I`m not convinced `140 chars and less` replies are conversation",I`m not convinced `140 chars and less` replies are conversation,negative,16,29,16,20, i`m not convinced,0.3,0
a0fc691a5b, it was nice to meet you tonight & thanks!!,it was nice to meet you tonight & thanks!!,positive,4,13,4,6, it was nice,0.3333333333333333,0
5ef2cf68b1,Mouth hurts,Mouth hurts,negative,4,5,5,5, hurts,0.5,0
26b3a9cf93,"sooooooo NOT happy, wattching disney channel....rubbish rubbish rubbishhhhhh, didnt get my jonas 3d poster  the dude wasnt there but im..","NOT happy,",negative,7,9,4,9," sooooooo not happy,",0.6666666666666666,0
c4e2bfb8e2,Today feels like friday. Too bad its not,Today feels like friday. Too bad its not,negative,4,13,10,11, too bad,0.25,0
48fbbeab77,"OMG-ness it`s 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I`m beat.",wish I said 9am. I`m beat.,negative,34,44,40,44, i`m beat.,0.3333333333333333,0
4c8bffec8c,Too broke for cigarettes.,Too broke fo,negative,4,6,4,5, too broke,0.6666666666666666,0
7375cfdd5b, read your status update & just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings,l~blessings,positive,32,36,20,36, hope u r having a wondefl wkend michael~blessings,0.0,0
768985a78d,: Awwwwwwwwwwe  That okay. I missed bullet`s concert in toronto last summer `cause i had just gotten into them D:,Awwwwwwwwwwe  That okay. I missed bullet`s concert,neutral,5,19,4,34, : awwwwwwwwwwe that okay. i missed bullet`s concert in toronto last summer `cause i had just gotten into them d:,0.3684210526315789,0
1e4a3213d0,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...,dont wanna,negative,21,22,20,27, i dont wanna go to school 2day,0.2857142857142857,0
dcd2dcb4a3,  if she sees that she will cry! lol,if she sees that she will cry! lol,negative,4,12,10,11, cry!,0.14285714285714285,0
4ff46fcdc4, Consider yourself lucky.  It hasn`t rained here in ages.   It`s depressing.,t`s depressi,negative,18,21,18,22, it`s depressing.,0.0,0
772420f0e0,: psh...didn`t even pay for me though,: psh...didn`t even pay for me though,negative,4,15,8,15,didn`t even pay for me though,0.625,0
d93cf1f1f3," Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :``( please forgive me  I`m sorry <3",:``( please forgive me  I`m sorry,negative,29,38,15,15, sorry,0.16666666666666666,0
57510fa13f,is in a good mood,good,positive,7,7,7,8, good mood,0.5,0
02d37daec5,  haha aww hun i bet you are more creative than me,e creative,positive,12,13,4,13, haha aww hun i bet you are more creative,0.1,0
f9db2c677c, And maybe you will get the statue and sainthood you are seeking.  Win-win for all. Can`t be a victim like your people.,. Can`t be a victim like your people.,negative,24,34,25,30, can`t be a victim,0.5,0
0d450d9607,I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,hasn`t,negative,12,14,11,18, she hasn`t called me back yet,0.16666666666666666,0
327f200c22,I`m bored. No internet. I haven`t made it downtown or to the beach yet.,I`m bored. No internet. I haven`t made it downtown or to the beach yet.,negative,4,24,4,8, i`m bored.,0.14285714285714285,0
c31448b37c,http://bit.ly/5pBLz  for McCoy`s initial rant.,initial rant.,negative,20,22,21,22, rant.,0.5,0
9141545c22, she fell into deep crack in the glacier  so terrible,o terrible,negative,12,13,12,13, so terrible,0.3333333333333333,0
8029694d74,", ahhhhhhh so excited for july 21 (: ecxept stupid australia won`t get it til like decembbberrrrrrrr  but stilll ahhh! congratss.",congratss.,positive,44,46,9,9, excited,0.0,0
e960082698, carnivalsofparis i think i still have yours on my bl but i`m not sure... i hardly talk to anyone anymore,hardly,negative,27,27,26,31, i hardly talk to anyone anymore,0.16666666666666666,0
5a552d5214,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",sucks,negative,25,25,24,25, working sucks,0.5,0
31bb070f00, pffftt! You know how I like to stay busy!  I`m Awesome (and sober...dang)! How are you??,!  I`m Awesome,positive,17,21,18,21, i`m awesome,0.6666666666666666,0
d6749d798c,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can`t even Imagine Unpacking :-P,negative,4,32,8,9, pain!,0.05,0
e9af6b875c,welcome to the family new pillow  im going to lay my head on you tonight!!!,welcome to the family new pillow,positive,4,9,4,4, welcome,0.16666666666666666,0
34792f9546,4:15 finally home from the city.  - now time to head to sleep!!  goodnight! & happy mommy`s day to all the mother`s out there!!,& happy mommy`s day,positive,24,30,25,25, happy,0.25,0
771d1dbc22, which means i spend more time alone than with friends and family. how sad,sad,negative,18,18,17,18, how sad,0.5,0
f80564b6f0, I need a hug  I`m doing my junior cert this week and I`m totally stressed out :`(,I need a hug  I`m doing my junior cert this week and I`m totally stressed out,negative,4,23,18,23, i`m totally stressed out,0.26666666666666666,0
f04fe3fa27,got an ear infection...man that **** hurts!,man that **** hurts!,negative,9,13,12,13, hurts!,0.25,0
706649a51a, So you`re gonna make me go alllll the way to the store??? LOL  I have to find one...I`ll Google.  Thanks.    LOL,.  Thank,positive,32,33,33,34, thanks.,0.0,0
abfb47f0b8,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,negative,4,27,4,13, i have nothing to do except right a eassy,0.5294117647058824,0
24bdb6e65e,"watching #f1. I live near Montmelï¿½, I`m so excited about this race",excited,positive,23,23,19,23, i`m so excited,0.3333333333333333,0
eb78ba16d5, so you should. You`re a fantastic actor it`s about time you got some recognition for it.,. You`re a fantastic actor,positive,7,13,12,12, fantastic,0.2,0
ce8cb3ac0b,i`m sick of waking up and feeling exhausted,sick,negative,7,7,4,7, i`m sick,0.5,0
d3b2fac2a5,is excited. Lots of good things happening work-wise here in Melbourne,good,positive,9,9,4,6, is excited.,0.0,0
91de543e20,wanna do some sessions with ronnie he da bomb u know?,da bomb u,positive,13,15,4,17, wanna do some sessions with ronnie he da bomb u know?,0.2727272727272727,0
52f3132153, That sucks to hear. I hate days like that,That sucks to hear. I hate days like that,negative,4,13,4,5, that sucks,0.25,0
3c171ad63e,"ssshhh everybody, I think  is asleep... don`t disturb him.",disturb,negative,17,17,14,19, don`t disturb him.,0.3333333333333333,0
93b9059afe,feels ****! and feet are aching  need my beeeeeddddddd!!!,feels ****! an,negative,4,7,4,6, feels ****!,0.6666666666666666,0
a2239f227b," Morning, dude! Ivy has decided she wants to go on a boat today. Are you guys around this PM? Would be nice to see you.",Would be nice to see you.,positive,28,34,28,30, would be nice,0.5,0
da42c1e6c8,"... I want to die. I want to TAKE my own life, forever. She`s trying to get me to do a duet.",die.,negative,8,9,5,9, i want to die.,0.25,0
91e38cd36a,im @ the eye doctors & had to bring trinity with me cause my mom fell down the stairs today & broke her toe. ugh,my mom fell down the stairs today & broke her toe. ugh,negative,18,31,30,31, ugh,0.08333333333333333,0
1c1f3724db,"  ha ha, and what game is that? i like games",? i like,positive,12,14,13,14, i like,0.6666666666666666,0
345c8902ea," ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",t scared,negative,18,19,19,19, scared,0.5,0
9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral,13,37,4,37, 2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,0.6521739130434783,0
68cc543468, I`m sorry about your car. I feel for you...,I`m sorry about your car. I feel for you..,negative,4,16,4,7, i`m sorry,0.2222222222222222,0
1a67ebd497,"It`s **** cold here north now! It was like 77 DF yesterday where I was, here it`s 37,4",It`s **** cold here,negative,4,9,7,8, **** cold,0.5,0
575e8b6cbd," awww  I know you never will, I`m so thankful I can count on you, love ya boo",", I`m so thankful I can count on you, love ya boo",positive,11,25,12,16, i`m so thankful,0.25,0
703d6c485d,The new resigned cricinfo : http://tinyurl.com/mxlcuv I hate change,I hate,negative,21,22,21,23, i hate change,0.6666666666666666,0
2dba74fe3c, You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,Thanks for all the well wishes,positive,14,19,14,20, thanks for all the well wishes.,0.7142857142857143,0
290a0ffa68, haha that`s because you also look amazing in it! have fun!,haha that`s because you also look amazing in it! have fun!,positive,4,18,16,18, have fun!,0.18181818181818182,0
073f1f3c0c,_Stained http://twitpic.com/4jhe5 - I LOVE it!  that is just so awesome,LOVE,positive,20,20,19,27, i love it! that is just so awesome,0.125,0
e1cf6a99a1," since I`m reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",.perfect,positive,20,21,21,21,perfect,0.0,0
eb0e2ed274,Bummed out I am missing a rock climbing trip next week,missing,negative,9,9,4,9, bummed out i am missing,0.2,0
3d7b8ed35a,im so hungry and i have nothing to eat,hungry,negative,6,6,4,12, im so hungry and i have nothing to eat,0.1111111111111111,0
3d4f5c3352, I hope for a speedy recovery for you!,I hope for a speedy recovery for you!,positive,4,12,4,5, i hope,0.2857142857142857,0
db60576b3b," Well, all I can do, is pray for you.....",", is pray for you....",positive,10,15,12,15, pray for you.....,0.3333333333333333,0
036fd7221e, thankfully it`s just a really bad sinus infection. they`re just watching out for me since i`ve traveled recently. thanks though,thankfully it`s just a really bad sinus infection.,neutral,4,15,4,32, thankfully it`s just a really bad sinus infection. they`re just watching out for me since i`ve traveled recently. thanks though,0.42105263157894735,0
a95d808e79,Just loaned out a set of aerobars to team mate for tomorrow`s Texas Cup race at Alkek. Bummed I won`t be there.,Bummed I won`t be there.,negative,30,38,30,31, bummed,0.2,0
db359564ad, Anything for . So sorry man  I am not a patsy generally...,sorry,negative,8,8,7,8, so sorry,0.5,0
8047dcae8d, Oh wow they are really good  I think Im going to use one of them lol.,Oh wow they are really good  I think Im going to use one of them lol.,positive,4,20,4,9, oh wow they are really good,0.375,0
fe2236d866,love for vintage books...old books shopping this morning,love for vintage books..,positive,4,8,4,4, love,0.25,0
e06bc00a87, lol very much appreciated!!!  so excited!!!,appreciated!,positive,7,8,7,11, appreciated!!! so excited!!!,0.0,0
b68cee516f,is not having a good day... I havent had a good week forreal!!,is not having a good day... I havent had a good week forreal!!,negative,4,20,4,10, is not having a good day...,0.5454545454545454,0
a341b1ab46,"Back in Glasgow, stuck in traffic on the M8",stuck in,negative,10,11,10,10, stuck,0.5,0
fbaca7805c,"PLEASE PLEASE, ANYONE?","PLEASE PLEASE, ANYONE?",positive,4,8,4,6," please please,",0.6666666666666666,0
0c797b1afc,not looking forward to dress shopping tomorrow. so afraid there`s no way i`ll be able to get what i want,so afraid,negative,12,13,13,13, afraid,0.5,0
4f4817863a,at hannah montana set.... im missing tennessee ALOT today,im missing tennessee ALOT today,negative,11,17,12,12, missing,0.2,0
5c0f6aca04,gonna have a lazy day today,a lazy day,negative,6,8,7,7, lazy,0.3333333333333333,0
63fd0bc986,its 35 now.   ilycecily <3,ts 35 now.   ilycecily <3,positive,4,14,8,14, ilycecily <3,0.4,0
2e1eac90a5," we did! They came out cold  The cheese sauce was good, though.","They came out cold  The cheese sauce was good, though.",positive,7,18,15,16," good,",0.1,0
039010ddab,"I don`t get it, I was feeling fine yesterday. and now im a ball of sickness ! i hate the flu,",sickness,negative,23,23,25,29," i hate the flu,",0.0,0
422a6b4d96,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!","The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative,4,39,11,11, fail,0.041666666666666664,0
890259f4c6,"Forced myself out of bed this morning, but failed to cycle in. ****.","Forced myself out of bed this morning, but failed to cycle in. ****.",negative,4,19,13,19, failed to cycle in. ****.,0.38461538461538464,0
3758dfebd1,Officially Mother Day here HAPPY Mother Day to all the MOMS,HAPPY Mother Day to,positive,8,11,8,8, happy,0.25,0
6d260d19cd,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative,4,29,4,8, i`m nervous...,0.11764705882352941,0
e6566b8278,"Ok back later, have a great time regardless of the weather  PS I`m only a BB away!",great,positive,10,10,10,11, great time,0.5,0
9bc88bd949,Is fighting a horrid headache with a large Vanilla Iced Coffee.,horrid headache wi,negative,7,10,7,9, horrid headache,0.6666666666666666,0
3080b78ce2,all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,all time low mean so **** much to me. i hope i get to see them in june. it would be so awesome. gaskarth is amazing,positive,4,35,29,35, awesome. gaskarth is amazing,0.17391304347826086,0
d3c5e838e2,"TGIF, too bad the weather sucks...",too bad the weather sucks..,negative,7,12,7,12, too bad the weather sucks...,0.6666666666666666,0
3994f595a8,http://bit.ly/dIQF3 I hope some day my mom will get this message!,I hope some day my mom will get this message!,positive,14,24,14,15, i hope,0.2,0
349a0df018,_Heidi_V  Thank you pretty lady.,pretty,positive,11,11,9,13, thank you pretty lady.,0.25,0
98b7454eb3, The ball is in motion. I have to type up concepts in outline format we could develop those to ensure we deliver greatness,develop,positive,21,21,27,27, greatness,0.0,0
aa5fa36e1d, not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,not cool.   Hope you feel bette,neutral,4,10,4,22, not cool. hope you feel better. i went up there for breakfast buy you were gone.,0.3125,0
175145f5c8,star treeeeek?! only one hot guy there  and i get to watch him do his hot stuff woo.,woo.,positive,24,25,4,25, star treeeeek?! only one hot guy there and i get to watch him do his hot stuff woo.,0.058823529411764705,0
03fde76ca1,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,! I Think I Re-Ripped something !!! Yeah THAT !!,negative,25,38,26,32, i think i re-ripped,0.3333333333333333,0
f359618ee2,"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you all!",",  Best Holy Day wishes to you all",positive,18,25,19,26, best holy day wishes to you all!,0.6666666666666666,0
f65197721b,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything",disagree,negative,24,24,24,26, disagree with anything,0.3333333333333333,0
66ce4f66ad,fml my work uniform is on the washing line,fml my,negative,4,6,4,5, fml,0.5,0
32f4183741,Horrid dream. I suspect I will have to cancel my plans tonight...,Horrid dream.,negative,4,7,4,5, horrid,0.5,0
3fbddd2d8d,_roo you`re welcome.,welcome.,positive,9,10,6,10, you`re welcome.,0.5,0
f280a72e80, Hey never realized that you also get a Twitter account.  Your guides are truly many times a lifesaver to me.,Your guides are truly many times a lifesaver to me,positive,15,25,22,23, lifesaver,0.1,0
f00076628b, Your welcome hun!    They are all amazing people - make sure to say hello to them!,!    They are all amazing peopl,positive,7,12,11,11, amazing,0.16666666666666666,0
43496c232b," I got a coupon, but I couldn`t register it because you have to be in the US",I couldn`t register,negative,10,14,10,15, i couldn`t register it,0.75,0
66b70595b2,"Had a blast, babe. Thanks joe. <3  i love everyone! Tyler...happy birthday.",love,positive,17,17,4,17," had a blast, babe. thanks joe. <3 i love",0.1111111111111111,0
dd638181f9, yea.. I will    haha,yea.. I will    ha,neutral,4,8,4,8, yea.. i will haha,0.6,0
7ed43fb65d,is cold and wished to go back to bed,wished to go,positive,7,9,7,7, wished,0.3333333333333333,0
185b8ed010,"re-dyed the hair, early start tomorrow heading down to londons clothes show, great place to be when i feel fat.   bright side = motivation",= motivation,positive,34,35,23,23, great,0.0,0
d7c1d78739, I really hope so,hope,positive,6,6,4,7, i really hope so,0.25,0
6b7323bfcf,Happy Mother`s Day!  @>--->--->--- A rose for YOU!,Happy,positive,4,4,4,9, happy mother`s day!,0.3333333333333333,0
3dc3fa8cbd,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house,proud of,positive,4,5,4,4, proud,0.5,0
171334d37d, too short as usual...  but was awesome,t was awesome,positive,9,11,11,11, awesome,0.3333333333333333,0
d876e12b5d,on my way to my dad`s with my sistas..  r.i.p. Deb..,.  r.i.p.,negative,16,22,17,22, r.i.p.,0.5,0
2af2161c59,Number 999. My next tweet must be something really special.,My next tweet must be something really special.,positive,7,15,14,15, special.,0.125,0
16c0ee3282," LOL, point at yourself and laugh!","LOL, point at yourself and laugh!",positive,4,11,10,11, laugh!,0.16666666666666666,0
b4024682ca,"  hope you guys are having fun!  Can`t wait for ya`ll to be back, Wilmy isn`t the same without you",g fun,positive,8,9,4,10, hope you guys are having fun!,0.0,0
8c650fdebd,got a surprising and sad news on a Friday  (clue:effect of global financial crisis) http://plurk.com/p/x2vyi,got a surprising and sad news on a Friday,neutral,4,13,4,37, got a surprising and sad news on a friday (clue:effect of global financial crisis) http://plurk.com/p/x2vyi,0.5714285714285714,0
dd5339b91d,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,positive,4,34,6,6, nice,0.045454545454545456,0
0d3c185f03,have a good day      ? http://blip.fm/~5yomt,good,positive,6,6,6,7, good day,0.5,0
da421ac96b, Thanks bro.,Thanks bro.,positive,4,6,4,4, thanks,0.5,0
fba410404e,_another_1 I love that we just get a little peek of your dimple,I love that we just get a little peek of your dimple,positive,8,20,8,9, i love,0.16666666666666666,0
deb1798a0a,"unhooking my pt`s, then home to SLEEP! SLEEP IS GOOD",GOOD,positive,19,19,17,19, sleep is good,0.3333333333333333,0
79bf2ad703," Well, in LA is decent weather. Tell me what`s happening in the future",decent weather.,positive,9,11,9,9, decent,0.5,0
820645d39b," hi again, sorry was going to pass on your email to my assistant (Rel and Soc) and lost it. dm it to me, pls?",", sorry",negative,6,7,7,7, sorry,0.5,0
852481b907,flashlight tag!  i love playing games in the dark.,i love playing games in the dark.,positive,7,14,7,8, i love,0.2857142857142857,0
6969f81973, have fun at the viper room tomorrow night  i know the fam out there will be in attendance to support all of yall,fun,positive,5,5,4,5, have fun,0.5,0
81cab1b777, ugh some stupid teenagers just showed up. My peaceful time is over,ugh some stupid teenagers just showed up.,negative,4,12,7,7, stupid,0.14285714285714285,0
4b0a1d060d,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,.these dudes are clowns,negative,34,39,34,39, ..these dudes are clowns,0.6,0
840cb11d53, Done some book signings in Manchester. Nice people up there. Enjoy the week.,. Nice people up there.,positive,11,16,12,20, nice people up there. enjoy the week.,0.5,0
33f32a6832, NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,NICK WTF I WAS GONNA GO BUT I HAVE NO RIDE. Boo,negative,4,17,4,6, nick wtf,0.18181818181818182,0
8ef0d123f7, I am pretty sure that`s the sort if tweeting that will lose followers. But stuff it- it was well worth it,worth,positive,27,27,24,28, it was well worth it,0.25,0
1458d54f02,Why do I always have a headache?,Why do I always have a headache?,negative,4,11,10,11, headache?,0.14285714285714285,0
d6809c8848,"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!",.let`s make it an awesome nite,positive,30,39,37,37, awesome,0.16666666666666666,0
5515e8165b, awww  ok lol hopefully by than im still here and not back over in the states,l hopefully,positive,7,8,8,8, hopefully,0.5,0
f73dc7b2c2, it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.,it would be cool,positive,4,7,7,7, cool,0.25,0
5355b4740b," yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",were fab,positive,16,17,17,17, fab,0.5,0
f21ac9e48d,"Hoisin duck pizza, salt and pepper pizza and gelato for dinner with Edmund and Jade. Good times!",Good,positive,25,25,25,27, good times!,0.5,0
e4e043c2b3," Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn`t, darnitt,","Ya, the weather has been super weird here.",negative,4,13,11,13, weird here.,0.25,0
e8008ef169," no, sry, didn`t feel well at all. but there`ll be another change I believe  hope FFK09 was fun with lots of inspiring input.","no, sry, didn`t feel well at all.",negative,4,16,9,16, didn`t feel well at all.,0.7142857142857143,0
973aaf622e," Awwh....well at least you are up top, where the magic happens!  Today will be a good day, no worries.",a good,positive,24,25,25,25, good,0.5,0
7e21d29787,Chem wasn`t better than physics. And now I`m so tired. _astri HAHAHA NTN BBF JUGA YA? Hihi gue sukanya Jun Pyo?,Chem wasn`t better than physics. And now I`m so tired.,negative,4,19,18,19, tired.,0.1,0
a5932c1ecb,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,Oh god! The cheesy disco music has started,negative,4,12,8,8, cheesy,0.125,0
b1cf8c1838, be patient  you`ll get it soon,patient,positive,5,5,4,5, be patient,0.5,0
26ff75490f, aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,r -_- apparently it needed break from U huh!,negative,20,30,4,13, aaaah i swear i took it by mistake,0.06666666666666667,0
e2b9297d4d,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,positive,4,29,4,9, i`d like to thank,0.18181818181818182,0
a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,fun..,positive,19,20,17,20, it was fun...,0.0,0
a23f97102f, I`ve been readin your last few twitts. I hope your ok,hope,positive,18,18,17,18, i hope,0.5,0
6ea1335af4,ummm sooo yeh....its really hard to concentrate rite now wen i have this weird #lupus feeling goin thro my body,its really hard to concentrate rite now,negative,11,17,13,13, hard,0.14285714285714285,0
8984c25aa3, wats wrong boo,boo,negative,7,7,4,7, wats wrong boo,0.3333333333333333,0
ab48ec1f60,  tis a sad day,a sad,negative,6,7,7,8, sad day,0.3333333333333333,0
3fabb9fcb8," thanks neemah. I`m gonna be soooo close to you and izzy, yet so far",thanks neemah.,positive,4,8,4,4, thanks,0.5,0
fefc0ed9f0, wow.???? ??????,wow.,neutral,4,5,4,9, wow.???? ??????,0.0,0
19f646f64a, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,all the shows I`m going to have to miss because I`m broke.,negative,12,28,4,5, ****!,0.0,0
a6adde8a33, i was in a hospital for a week and a half pretty much on the virge of dying.,i was in a hospital for a week and a half pretty much on the virge of dying.,negative,4,23,22,23, dying.,0.0625,0
c7a3abfe7e,is wishing all of the mother`s out there a very Happy Mother`s Day!! Love ya!,Love,positive,22,22,16,24, happy mother`s day!! love ya!,0.2,0
09162e0abc," Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",s hoping,positive,11,12,12,12, hoping,0.5,0
